episode_id,cell_line_id,selected_gene,selected_index,selected_dependency,query_cost,n_queries,total_reward,n_query_cna,n_query_damaging_mutation,n_query_expression,n_query_hotspot_mutation
140,ACH-002693,TRRAP,12,-1.4066703765444402,0.16,8,1.2466703765444402,0,0,8,0
141,ACH-000907,ZNF407,15,-0.8580242296585346,0.16,8,0.6980242296585346,0,7,1,0
142,ACH-000191,MTOR,1,-1.5200101364742378,0.21999999999999997,11,1.3000101364742378,0,0,11,0
143,ACH-001205,KIF18A,6,-1.3110815341011517,0.4000000000000001,20,0.9110815341011516,1,3,16,0
144,ACH-001054,DHX15,14,-1.706423910576649,0.25999999999999995,13,1.446423910576649,0,0,13,0
145,ACH-001054,MAX,7,-1.1230648489770083,0.36000000000000004,18,0.7630648489770082,1,1,16,0
146,ACH-000290,CENPN,12,-2.055378645838476,0.3,15,1.7553786458384761,3,0,12,0
147,ACH-000637,KRAS,4,-0.4886298252399219,0.23999999999999996,12,0.24862982523992191,1,0,11,0
148,ACH-000223,CNOT3,15,-2.244543455711284,0.16,8,2.084543455711284,5,0,3,0
149,ACH-000202,XPO1,15,-2.4623882885323574,0.19999999999999998,10,2.262388288532357,2,0,8,0
150,ACH-000766,EIF2B3,15,-1.4415745007187497,0.16,8,1.2815745007187498,3,0,5,0
151,ACH-000018,CRNKL1,15,-1.3573837037877192,0.16,8,1.1973837037877193,0,0,8,0
152,ACH-000552,NUP93,8,-1.988610418135661,0.36000000000000004,18,1.6286104181356609,4,0,14,0
153,ACH-001791,XPO1,14,-1.731651520438891,0.19999999999999998,10,1.531651520438891,0,0,10,0
154,ACH-000469,SMC4,9,-1.3708292784667455,0.16,8,1.2108292784667456,0,0,8,0
155,ACH-000469,CTCF,8,-2.08450226416171,0.16,8,1.92450226416171,0,0,8,0
156,ACH-000907,KMT2D,15,-0.7279692946491073,0.6400000000000002,32,0.08796929464910708,12,10,10,0
157,ACH-000290,TRRAP,0,-1.4776946644347249,0.32,16,1.1576946644347248,2,0,14,0
158,ACH-000959,XPO1,1,-1.6401295267301568,0.3,15,1.3401295267301567,2,0,13,0
159,ACH-000403,CCND1,3,-2.4699660093226887,0.18,9,2.2899660093226886,2,0,7,0
160,ACH-000142,EIF2B3,13,-1.241897786052116,0.16,8,1.0818977860521162,0,0,8,0
161,ACH-000005,ICE1,15,-1.0828698518243396,0.3,15,0.7828698518243395,0,0,15,0
162,ACH-000391,CHD4,1,-0.4272780828221139,0.16,8,0.26727808282211385,0,0,8,0
163,ACH-000961,NUP93,9,-1.1884718497052158,0.36000000000000004,18,0.8284718497052157,8,8,2,0
164,ACH-001791,ACTB,15,-1.3760937816439247,0.16,8,1.2160937816439248,0,0,8,0
165,ACH-000390,NCAPD2,11,-0.8384761356812878,0.21999999999999997,11,0.6184761356812878,2,0,9,0
166,ACH-000907,BRIP1,10,-0.3540766243059896,0.6400000000000002,32,-0.28592337569401066,12,10,10,0
167,ACH-000478,UPF2,6,-1.166028748892864,0.16,8,1.006028748892864,2,0,6,0
168,ACH-000581,PCBP1,5,-2.2499284891836515,0.21999999999999997,11,2.0299284891836518,1,0,10,0
169,ACH-000581,VHL,2,-0.8644318666771075,0.32,16,0.5444318666771075,1,0,15,0
170,ACH-000627,EIF1AX,4,-1.4355083394998862,0.16,8,1.2755083394998863,3,0,5,0
171,ACH-003590,BRIP1,10,-1.3714826290137572,0.6400000000000002,32,0.7314826290137569,8,9,15,0
172,ACH-000417,CDK4,14,-0.3292669218228058,0.19999999999999998,10,0.12926692182280583,1,5,3,1
173,ACH-000390,CNOT3,13,-2.093369945836571,0.23999999999999996,12,1.8533699458365709,2,0,10,0
174,ACH-002019,SRSF2,9,-2.353075517751252,0.16,8,2.193075517751252,8,0,0,0
175,ACH-003590,EEF1A1,11,-2.724452372795984,0.21999999999999997,11,2.504452372795984,1,0,10,0
176,ACH-001303,KIF14,13,-0.7449197283293212,0.6400000000000002,32,0.10491972832932095,12,4,16,0
177,ACH-002693,PCBP1,4,-1.0777625975916714,0.18,9,0.8977625975916714,0,0,9,0
178,ACH-000959,ERCC3,6,-1.0748707295552438,0.16,8,0.9148707295552437,2,0,6,0
179,ACH-000403,PCBP1,6,-1.5558466469233587,0.16,8,1.3958466469233588,2,0,6,0
180,ACH-001054,SMARCB1,3,-0.8051013439719648,0.6400000000000002,32,0.16510134397196452,10,6,16,0
181,ACH-000663,CTCF,10,-1.4904973971951645,0.21999999999999997,11,1.2704973971951645,0,0,11,0
182,ACH-000766,SON,5,-1.0561203469987368,0.16,8,0.8961203469987368,2,0,6,0
183,ACH-001303,ZNF407,5,-0.7818755650231843,0.32,16,0.46187556502318433,0,0,16,0
184,ACH-001303,NUP93,6,-1.0639610996716418,0.16,8,0.9039610996716417,0,0,8,0
185,ACH-000961,ACTB,9,-0.6052655879722274,0.6400000000000002,32,-0.03473441202777283,10,14,3,5
